image_ID,artefact_ID,artefact_type,archaeological_culture_name,site_name,level_layer_concentration,country,latitude_y,longitude_x,archaeological_period,dating_BP,dating_sd_BP,dating_labcode,dating_method,citation_reference,editor_name,description
Arenal_II_geo,Arenal_II_geo_pseudo_no_1,Geometric,HCT,Arenal de la Costa,AII,Spain,38.8195339269353,-0.623992615902095,Calcolithic,3700,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Arenal_II_geo,Arenal_II_geo_pseudo_no_2,Geometric,HCT,Arenal de la Costa,AII,Spain,38.8195339269353,-0.623992615902095,Calcolithic,3700,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Arenal_IV_geo,Arenal_IV_geo_pseudo_no_1,Geometric,HCT,Arenal de la Costa,AIV,Spain,38.8195339269353,-0.623992615902095,Calcolithic,NA,NA,NA,NA,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Cuarenta-C1-UE2,Cuarenta-C1-UE2_pseudo_no_1,Geometric,Late Neolithic,Los Cuarenta Cave,Conjunto1-UE2,Spain,37.3899180773681,-4.26700186132651,Late Neolithic,4570,NA,NA,Radiocarbon dating,Vera-Rodriguez et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Cuarenta-C1-UE2,Cuarenta-C1-UE2_pseudo_no_2,Geometric,Late Neolithic,Los Cuarenta Cave,Conjunto1-UE2,Spain,37.3899180773681,-4.26700186132651,Late Neolithic,4570,NA,NA,Radiocarbon dating,Vera-Rodriguez et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Esparragosa-AV,Esparragosa-AV_pseudo_no_1,Geometric,Late Neolithic,La Esparragosa,LE-02-AV,Spain,36.4663564160905,-6.10977879083,Late Neolithic,4300,NA,NA,Radiocarbon dating,Vijante et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Esparragosa-BV,Esparragosa-BV_pseudo_no_1,Geometric,Late Neolithic,La Esparragosa,LE-03-BV,Spain,36.4663564160905,-6.10977879083,Late Neolithic,4300,NA,NA,Radiocarbon dating,Vijante et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-127,J-127_pseudo_no_1,Geometric,Late Neolithic,Jovades,127,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,NA,NA,NA,NA,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-189-II,J-189-II_pseudo_no_1,Geometric,Late Neolithic,Jovades,189II,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,NA,NA,NA,NA,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-Limpieza,J-Limpieza_pseudo_no_1,Geometric,Late Neolithic,Jovades,NA,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,NA,NA,NA,NA,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-Limpieza,J-Limpieza_pseudo_no_2,Geometric,Late Neolithic,Jovades,NA,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,NA,NA,NA,NA,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-Limpieza,J-Limpieza_pseudo_no_3,Geometric,Late Neolithic,Jovades,NA,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,NA,NA,NA,NA,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Mill-T63_Geo,Mill-T63_Geo_pseudo_no_1,Geometric,Calcolithic,LosMillares,T63,Spain,36.9624641171433,-2.52698586835417,Calcolithic,NA,NA,NA,NA,Afonso et al. 2011,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
N-I_geo,N-I_geo_pseudo_no_1,Geometric,Late Neolithic,Niuet,AI,Spain,38.7768630380849,-0.421405494354169,Late Neolithic,4200,NA,NA,Radiocarbon dating,Pardo-Gordo et al. 2022,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
N-Pit6,N-Pit6_pseudo_no_1,Geometric,Late Neolithic,Niuet,Pit 6,Spain,38.7768630380849,-0.421405494354169,Late Neolithic,NA,NA,NA,NA,Bernabeu et al. 1994,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Arenal_II_point,Arenal_II_point_pseudo_no_1,Point,HCT,Arenal de la Costa,AII,Spain,38.8195339269353,-0.623992615902095,Calcolithic,3700,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Arenal_II_point,Arenal_II_point_pseudo_no_2,Point,HCT,Arenal de la Costa,AII,Spain,38.8195339269353,-0.623992615902095,Calcolithic,3700,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Diablets_point,Diablets_point_pseudo_no_1,Point,Calcolithic,Cova dels Diablets,NA,Spain,40.3292424,0.28707227,Calcolithic,4100,NA,NA,Conventional,Aguilella et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Diablets_point,Diablets_point_pseudo_no_2,Point,Calcolithic,Cova dels Diablets,NA,Spain,40.3292424,0.28707227,Calcolithic,4100,NA,NA,Conventional,Aguilella et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Diablets_point,Diablets_point_pseudo_no_3,Point,Calcolithic,Cova dels Diablets,NA,Spain,40.3292424,0.28707227,Calcolithic,4100,NA,NA,Conventional,Aguilella et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Diablets_point,Diablets_point_pseudo_no_4,Point,Calcolithic,Cova dels Diablets,NA,Spain,40.3292424,0.28707227,Calcolithic,4100,NA,NA,Conventional,Aguilella et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Diablets_point,Diablets_point_pseudo_no_5,Point,Calcolithic,Cova dels Diablets,NA,Spain,40.3292424,0.28707227,Calcolithic,4100,NA,NA,Conventional,Aguilella et al. 2014,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Esparragosa-AIV,Esparragosa-AIV_pseudo_no_1,Point,Late Neolithic,La Esparragosa,LE-03-AIV,Spain,36.4663564160905,-6.10977879083,Late Neolithic,4300,NA,NA,Radiocarbon dating,Vijante et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Esparragosa-AIV,Esparragosa-AIV_pseudo_no_2,Point,Late Neolithic,La Esparragosa,LE-03-AIV,Spain,36.4663564160905,-6.10977879083,Late Neolithic,4300,NA,NA,Radiocarbon dating,Vijante et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Esparragosa-CII,Esparragosa-CII_pseudo_no_1,Point,Late Neolithic,La Esparragosa,LE-02-CII,Spain,36.4663564160905,-6.10977879083,Late Neolithic,4300,NA,NA,Radiocarbon dating,Vijante et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Esparragosa-CIII,Esparragosa-CIII_pseudo_no_1,Point,Late Neolithic,La Esparragosa,LE-03-CIII,Spain,36.4663564160905,-6.10977879083,Late Neolithic,4300,NA,NA,Radiocarbon dating,Vijante et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-129-I,J-129-I_pseudo_no_1,Point,Late Neolithic,Jovades,129I,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4660,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-129-II,J-129-II_pseudo_no_1,Point,Late Neolithic,Jovades,129II,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4387,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-129-III,J-129-III_pseudo_no_1,Point,Late Neolithic,Jovades,129III,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4591,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-156,J-156_pseudo_no_1,Point,Late Neolithic,Jovades,156,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4464,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-163,J-163_pseudo_no_1,Point,Late Neolithic,Jovades,163,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4387,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-163,J-163_pseudo_no_2,Point,Late Neolithic,Jovades,163,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4387,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
J-163,J-163_pseudo_no_3,Point,Late Neolithic,Jovades,163,Spain,38.7539173979578,-0.449380030271245,Late Neolithic,4387,NA,NA,Conventional,Bernabeu et al. 1993,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Mill-T17,Mill-T17_pseudo_no_1,Point,Calcolithic,LosMillares,T17,Spain,36.9624641171433,-2.52698586835417,Calcolithic,NA,NA,NA,NA,Afonso et al. 2011,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Mill-T2,Mill-T2_pseudo_no_1,Point,Calcolithic,LosMillares,T2,Spain,36.9624641171433,-2.52698586835417,Calcolithic,NA,NA,NA,NA,Afonso et al. 2011,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Mill-T63,Mill-T63_pseudo_no_1,Point,Calcolithic,LosMillares,T63,Spain,36.9624641171433,-2.52698586835417,Calcolithic,NA,NA,NA,NA,Afonso et al. 2011,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Mill-T63,Mill-T63_pseudo_no_2,Point,Calcolithic,LosMillares,T63,Spain,36.9624641171433,-2.52698586835417,Calcolithic,NA,NA,NA,NA,Afonso et al. 2011,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Mill-T9,Mill-T9_pseudo_no_1,Point,Calcolithic,LosMillares,T9,Spain,36.9624641171433,-2.52698586835417,Calcolithic,NA,NA,NA,NA,Afonso et al. 2011,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_1,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_10,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_11,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_12,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_13,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_14,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_15,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_16,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_17,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_18,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_19,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_2,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
Montelirio_blanco,Montelirio_blanco_pseudo_no_20,Point,Megalithic,Montelirio,E2-PalacioIII,Spain,37.4093314047513,-6.05100999270669,Calcolithic,NA,NA,NA,NA,Garcia San Juan et al. 2019,Barrera,"89 arrow points and 31 geometric projectile points from 37 levels concentrations belonging to 14 archaeological sites located in the Iberian Peninsula. About the chronological context, some of the points are dated in the Late Neolithic and some others are from the Chalcolithic period. The first ones are placed mostly in silo fields with different functions assigned (storage, garbage, burial), also in caves, and the second ones are associated with ritual and funerary contexts in caves and megalithic sites."
